player_id,birth_year,name_first,name_last
delarje01,1953,Jesus,de la Rosa
delarjo01,1981,Jorge,De La Rosa
delarru01,1989,Rubby,De La Rosa
delarto01,1978,Tomas,de la Rosa
delatjo01,1985,Jose,De La Torre
delcama01,1982,Manny,Delcarmen
deleojo01,1960,Jose,DeLeon
deleojo02,1987,Jorge,De Leon
deleolu01,1958,Luis,DeLeon
delgaal01,1971,Alex,Delgado
delgaca01,1972,Carlos,Delgado
delgaje01,1984,Jesus,Delgado
delgapu01,1954,Puchy,Delgado
delgara01,1990,Randall,Delgado
delgawi01,1972,Wilson,Delgado
delgrbo01,1933,Bobby,Del Greco
delhifl01,1892,Flame,Delhi
delisju01,1928,Juan,Delis
delkeed01,1906,Eddie,Delker
dellaja01,1976,Jason,Dellaero
delluda01,1973,David,Dellucci
dellwh01,1886,Wheezer,Dell
delmabe01,1911,Bert,Delmas
delocik01,1929,Ike,Delock
delosab01,1992,Abel,De Los Santos
delosfa01,1986,Fautino,De Los Santos
deloslu01,1966,Luis,de los Santos
deloslu02,1977,Luis,de los Santos
delosra01,1949,Ramon,de los Santos
delosva01,1972,Valerio,De Los Santos
delroen01,1985,Enerio,Del Rosario
delsaga01,1913,Garton,Del Savio
delsiji01,1925,Jim,Delsing
deltomi01,1972,Miguel,Del Toro
delucri01,1964,Rich,DeLucia
demaejo01,1928,Joe,DeMaestri
demaral01,1884,Al,Demaree
demarbi01,1925,Billy,DeMars
demarch01,1980,Chris,Demaria
demarfr01,1866,Fred,Demarais
demarfr02,1910,Frank,Demaree
demelsa01,1985,Sam,Demel
demerjo01,1936,John,DeMerit
demerla01,1953,Larry,Demery
demetdo01,1935,Don,Demeter
demetst01,1935,Steve,Demeter
demilha01,1867,Harry,DeMiller
demmira01,1884,Ray,Demmitt
demoldo01,1952,Don,DeMola
demonge01,1873,Gene,DeMontreville
demonle01,1874,Lee,DeMontreville
demotbe01,1889,Ben,DeMott
dempsco01,1922,Con,Dempsey
dempsma01,1957,Mark,Dempsey
dempsri01,1949,Rick,Dempsey
dempsry01,1977,Ryan,Dempster
dendema01,1987,Matt,den Dekker
denehbi01,1946,Bill,Denehy
denketr01,1985,Travis,Denker
denmabr01,1956,Brian,Denman
denneky01,1977,Kyle,Denney
denneto01,1899,Tod,Dennehey
dennido01,1942,Don,Dennis
denniot01,1912,Otto,Denning
denniry01,1987,Ryan,Dennick
dennyje01,1859,Jerry,Denny
dennyjo01,1952,John,Denny
denorch01,1980,Chris,Denorfia
densodr01,1965,Drew,Denson
dentbu01,1951,Bucky,Dent
dented01,1887,Eddie,Dent
dentesa01,1922,Sam,Dente
denzero01,1871,Roger,Denzer
depanmi01,1858,Mike,DePangher
depasjo01,1973,Joe,Depastino
depaujo01,1978,Jorge,De Paula
depaujo02,1988,Jose,De Paula
depauju01,1982,Julio,DePaula
depause01,1973,Sean,DePaula
dephito01,1912,Tony,DePhillips
derbyge01,1857,George,Derby
derbyge02,1860,Gene,Derby
dernibo01,1957,Bob,Dernier
derosma01,1975,Mark,DeRosa
derricl01,1886,Claud,Derrick
derriji01,1939,Jim,Derrington
derrimi01,1943,Mike,Derrick
derripa01,1906,Paul,Derringer
derryru01,1916,Russ,Derry
desajo01,1959,Joe,DeSa
desalma01,1980,Matt,DeSalvo
desauge01,1907,Gene,Desautels
descada01,1986,Daniel,Descalso
desclan01,1990,Anthony,DeSclafani
deshaji01,1960,Jim,Deshaies
deshide01,1969,Delino,DeShields
deshide02,1992,Delino,DeShields
deshoji01,1909,Jimmie,DeShong
desiljo01,1967,John,DeSilva
desjash01,1893,Shorty,Des Jardien
desmoia01,1985,Ian,Desmond
despaod01,1987,Odrisamer,Despaigne
dessaru01,1883,Rube,Dessau
desseel01,1971,Elmer,Dessens
destror01,1962,Orestes,Destrade
dethebo01,1954,Bob,Detherage
detorge01,1906,George,Detore
dettmjo01,1970,John,Dettmer
dettoto01,1947,Tom,Dettore
detwedu01,1919,Ducky,Detweiler
detwiro01,1986,Ross,Detwiler
deutsme01,1915,Mel,Deutsch
devarce01,1969,Cesar,Devarez
devench01,1910,Charlie,Devens
devermi01,1963,Mike,Devereaux
devinad01,1951,Adrian,Devine
devinha01,1893,Hal,Deviney
devinji01,1859,Frank,Diven
devinjo01,1983,Joey,Devine
devinmi01,1892,Mickey,Devine
devivbe01,1901,Bernie,DeViveiros
devliar01,1879,Art,Devlin
devliji01,1849,Jim,Devlin
devliji02,1866,Jim,Devlin
devliji03,1922,Jim,Devlin
devogre01,1888,Rex,DeVogt
devoral01,1891,Al,DeVormer
devordo01,1977,Doug,DeVore
devorjo01,1887,Josh,Devore
devoywa01,1885,Walt,Devoy
devrico01,1985,Cole,De Vries
dewalch01,1867,Charlie,Dewald
deweyma01,1965,Mark,Dewey
dewilje01,1965,Jeff,DeWillis
dewitbl01,1985,Blake,DeWitt
dewitma01,1977,Matt,DeWitt
dextech01,1876,Charlie,Dexter
diamosc01,1986,Scott,Diamond
diamoth01,1983,Thomas,Diamond
diazal01,1968,Alex,Diaz
diazar01,1987,Argenis,Diaz
diazbo01,1953,Bo,Diaz
diazca01,1958,Carlos,Diaz
diazca02,1964,Carlos,Diaz
diazed01,1964,Edgar,Diaz
diazed02,1971,Eddy,Diaz
diazed03,1975,Edwin,Diaz
diazei01,1972,Einar,Diaz
diazel01,1990,Elias,Diaz
diazfe01,1980,Felix,Diaz
diazja01,1991,Jairo,Diaz
diazjo01,1980,Jose,Diaz
diazjo02,1985,Jonathan,Diaz
diazju01,1974,Juan,Diaz
diazju02,1988,Juan,Diaz
diazju03,1984,Jumbo,Diaz
diazma01,1962,Mario,Diaz
diazma02,1978,Matt,Diaz
diazmi01,1960,Mike,Diaz
diazro01,1983,Robinzon,Diaz
diazvi01,1981,Victor,Diaz
dibblro01,1964,Rob,Dibble
dibutpe01,1892,Pedro,Dibut
dickeal01,1990,Alex,Dickerson
dickebi01,1907,Bill,Dickey
dickebu01,1858,Buttercup,Dickerson
dickech01,1982,Chris,Dickerson
dickeco01,1989,Corey,Dickerson
dickege01,1892,George,Dickerson
dickege02,1915,George,Dickey
dickele01,1896,Leo,Dickerman
dickepa01,1943,Paul,Dicken
dickera01,1974,R. A.,Dickey
dickmem01,1914,Emerson,Dickman
dicksbr01,1984,Brandon,Dickson
dicksja01,1973,Jason,Dickson
dicksji01,1938,Jim,Dickson
dicksjo01,1910,Johnny,Dickshot
dicksla01,1969,Lance,Dickson
dicksmu01,1916,Murry,Dickson
dickswa01,1878,Walt,Dickson
diddlha99,1854,Harry,Diddlebock
didiebo01,1949,Bob,Didier
diehler01,1877,Ernie,Diehl
diehlge01,1918,George,Diehl
diekmja01,1987,Jake,Diekman
dierich01,1923,Chuck,Diering
dierkla01,1946,Larry,Dierker
dietrbi01,1910,Bill,Dietrich
dietrde01,1989,Derek,Dietrich
dietzdi01,1941,Dick,Dietz
dietzdu01,1912,Dutch,Dietz
dietzro01,1931,Roy,Dietzel
difanja01,1922,Jay,Difani
difelma01,1976,Mark,DiFelice
difelmi01,1969,Mike,Difelice
difowi01,1992,Wilmer,Difo
diggibe01,1979,Ben,Diggins
diggsre01,1915,Reese,Diggs
dignast01,1859,Steve,Dignan
dihigma99,1905,Martin,Dihigo
dilauja01,1943,Jack,DiLauro
dillado01,1937,Don,Dillard
dillago01,1964,Gordon,Dillard
dillapa01,1873,Pat,Dillard
dillast01,1951,Steve,Dillard
dillati01,1983,Tim,Dillard
dillhpi01,1893,Pickles,Dillhoefer
dillibo01,1918,Bob,Dillinger
dilliha01,1894,Harley,Dillinger
dillmbi01,1945,Bill,Dillman
dillojo01,,John,Dillon
dillojo02,1975,Joe,Dillon
dillopa01,1853,Packy,Dillon
dillopo01,1873,Pop,Dillon
dillost01,1943,Steve,Dillon
dilonmi01,1954,Miguel,Dilone
dimagdo01,1917,Dom,DiMaggio
dimagjo01,1914,Joe,DiMaggio
dimagvi01,1912,Vince,DiMaggio
dimicfr01,1965,Frank,DiMichele
dimmemi01,1954,Mike,Dimmel
dinarle01,1979,Lenny,DiNardo
dineeke01,1952,Kerry,Dineen
dingeva01,1915,Vance,Dinges
dingmcr01,1974,Craig,Dingman
dinkebr01,1983,Brian,Dinkelman
dinnebi01,1876,Bill,Dinneen
dioriro01,1946,Ron,Diorio
dipiebo01,1927,Bob,DiPietro
dipinfr01,1956,Frank,DiPino
dipotje01,1968,Jerry,Dipoto
dirksan01,1986,Andy,Dirks
disarga01,1967,Gary,Disarcina
dischge01,1879,George,Disch
dishmgl01,1970,Glenn,Dishman
distaal01,1948,Alec,Distaso
distebe01,1962,Benny,Distefano
distedu01,1896,Dutch,Distel
ditmaar01,1929,Art,Ditmar
dittmja01,1928,Jack,Dittmer
divismo01,1894,Moxie,Divis
dixonke01,1960,Ken,Dixon
dixonle01,1894,Leo,Dixon
dixonso01,1924,Sonny,Dixon
dixonst01,1969,Steve,Dixon
dixonto01,1955,Tom,Dixon
dlugabr01,1983,Brent,Dlugach
doakbi01,1891,Bill,Doak
doanewa01,1887,Walt,Doan
dobbeda01,1934,Dan,Dobbek
dobbjo01,1901,John,Dobb
dobbsgr01,1978,Greg,Dobbs
dobbsjo01,1875,John,Dobbs
dobenra01,1906,Ray,Dobens
doberje01,1917,Jess,Dobernic
dobsoch01,1944,Chuck,Dobson
dobsojo01,1917,Joe,Dobson
dobsopa01,1942,Pat,Dobson
dobyla01,1923,Larry,Doby
dockige01,1917,George,Dockins
doddon01,1886,Ona,Dodd
doddro01,1973,Robert,Dodd
doddto01,1958,Tom,Dodd
dodgejo01,1889,John,Dodge
dodgesa01,1899,Sam,Dodge
dodsopa01,1959,Pat,Dodson
doefr01,1864,Fred,Doe
doerrbo01,1918,Bobby,Doerr
dohened01,1873,Ed,Doheny
doherjo01,1951,John,Doherty
doherjo02,1967,John,Doherty
dohmasc01,1978,Scott,Dohmann
dolanbi01,1881,Biddy,Dolan
dolanco01,1872,Cozy,Dolan
dolanco02,1882,Cozy,Dolan
dolanjo01,1867,John,Dolan
dolanjo02,1873,Joe,Dolan
dolanto01,1855,Tom,Dolan
dolele01,1855,Lester,Dole
dolisra01,1988,Rafael,Dolis
doljafr01,1907,Frank,Doljack
dollar01,1913,Art,Doll
dolsifr01,1983,Freddy,Dolsi
dominan01,1975,Andy,Dominique
dominch01,1986,Chris,Dominguez
dominjo01,1990,Jose,Dominguez
dominju01,1980,Juan,Dominguez
dominma01,1989,Matt,Dominguez
donahde01,1920,Deacon,Donahue
donahji01,1862,Jim,Donahue
donahji02,1879,Jiggs,Donahue
donahjo01,1894,John,Donahue
donahpa01,1884,Pat,Donahue
donahre01,1873,Red,Donahue
donahsh01,1877,She,Donahue
donahti01,1870,Tim,Donahue
donalat01,1910,Atley,Donald
donaled01,1883,Ed,Donalds
donalja01,1984,Jason,Donald
donaljo01,1943,John,Donaldson
donaljo02,1985,Josh,Donaldson
dondele01,1903,Len,Dondero
donlimi01,1878,Mike,Donlin
donnebl01,1914,Blix,Donnelly
donnebr01,1971,Brendan,Donnelly
donnech01,1966,Chris,Donnels
donneed01,1879,Ed,Donnelly
donneed02,1932,Ed,Donnelly
donnefr01,1869,Frank,Donnelly
donneji01,1865,Jim,Donnelly
donneji02,1867,Jim,Donnelly
donnepe01,,Pete,Donnelly
donohji01,1938,Jim,Donohue
donohjo01,1863,Alexander,Donoghue
donohpe01,1900,Pete,Donohue
donohto01,1952,Tom,Donohue
donosli01,1922,Lino,Donoso
donovbi01,1876,Bill,Donovan
donovbi02,1916,Bill,Donovan
donovdi01,1927,Dick,Donovan
donovfr01,1864,Fred,Donovan
donovje01,1876,Jerry,Donovan
donovmi01,1881,Mike,Donovan
donovpa01,1865,Patsy,Donovan
donovto01,1873,Tom,Donovan
dooinre01,1879,Red,Dooin
doolami01,1880,Mickey,Doolin
doolise01,1986,Sean,Doolittle
doomsha01,1867,Harry,Dooms
dopsojo01,1963,John,Dopson
doranbi01,1898,Bill,Doran
doranbi02,1958,Bill,Doran
doranjo01,1861,John,Doran
doranto01,1880,Tom,Doran
dorgaje01,1856,Jerry,Dorgan
dorgami01,1853,Mike,Dorgan
dorisha01,1921,Fritz,Dorish
dormach01,1898,Charlie,Dorman
dormare01,1900,Red,Dorman
dornda01,1984,Danny,Dorn
dornegu01,1876,Gus,Dorner
dorrbe01,1862,Bert,Dorr
dorsebr01,1961,Brian,Dorsett
dorseca01,1913,Cal,Dorsett
dorseje01,1856,Jerry,Dorsey
dorseje02,1885,Jerry,D'Arcy
dorseji01,1955,Jim,Dorsey
dortame01,1982,Melvin,Dorta
doschhe01,1852,Herm,Doscher
doschja01,1880,Jack,Doscher
dosteda01,1970,David,Doster
doteloc01,1973,Octavio,Dotel
dotsori01,1959,Richard,Dotson
dottedu01,1931,Dutch,Dotterer
dottega01,1942,Gary,Dotter
dotyba01,1867,Babe,Doty
doubrfe01,1987,Felix,Doubront
doughch01,1862,Charlie,Dougherty
doughji01,1968,Jim,Dougherty
doughpa01,1876,Patsy,Dougherty
doughto01,1881,Tom,Dougherty
douglas01,1897,Astyanax,Douglass
dougljo01,1917,John,Douglas
douglkl01,1872,Klondike,Douglass
douglla01,1890,Larry,Douglas
douglph01,1890,Phil,Douglas
douglse01,1979,Sean,Douglass
douglwh01,1935,Whammy,Douglas
doumiry01,1981,Ryan,Doumit
douthta01,1901,Taylor,Douthit
dovede01,1981,Dennis,Dove
dowcl01,1854,Clarence,Dow
dowdjo01,1891,John,Dowd
dowdki01,1889,Skip,Dowd
dowdsn01,1897,Snooks,Dowd
dowdto01,1869,Tommy,Dowd
dowelke01,1961,Ken,Dowell
dowiejo01,1865,Joe,Dowie
dowlida01,1942,Dave,Dowling
dowlipe01,1876,Pete,Dowling
downere01,1889,Red,Downey
downeto01,1884,Tom,Downey
downial01,1941,Al,Downing
downibr01,1950,Brian,Downing
downsda01,1952,Dave,Downs
downsda02,1984,Darin,Downs
downske01,1960,Kelly,Downs
downsma01,1984,Matt,Downs
downsre01,1883,Red,Downs
downssc01,1976,Scott,Downs
dowseto01,1866,Tom,Dowse
doylebr01,1955,Brian,Doyle
doyleca01,1912,Carl,Doyle
doyleco01,1862,Conny,Doyle
doyleda01,1917,Danny,Doyle
doylede01,1944,Denny,Doyle
doyleja01,1869,Jack,Doyle
doyleje01,1898,Jess,Doyle
doyleje02,1956,Jeff,Doyle
doyleji01,1881,Jim,Doyle
doylejo01,1855,Jacob,Doyle
doylejo02,1858,John,Doyle
doylela01,1886,Larry,Doyle
doylepa01,1939,Paul,Doyle
doylesl01,1881,Slow Joe,Doyle
doyneco01,1981,Cory,Doyne
doziebr01,1987,Brian,Dozier
doziebu01,1928,Buzz,Dozier
doziedj01,1965,D. J.,Dozier
dozieto01,1961,Tom,Dozier
drabedo01,1962,Doug,Drabek
drabeky01,1987,Kyle,Drabek
drabomo01,1935,Moe,Drabowsky
dragodi01,1945,Dick,Drago
drahmbr01,1966,Brian,Drahman
drakede01,1886,Delos,Drake
drakela01,1921,Larry,Drake
drakelo01,1899,Logan,Drake
drakely01,1852,Lyman,Drake
drakeol01,1987,Oliver,Drake
drakesa01,1934,Sammy,Drake
drakeso01,1930,Solly,Drake
draketo01,1912,Tom,Drake
dranske01,1975,Kelly,Dransfeldt
drapemi01,1966,Mike,Draper
draubja01,1864,Jake,Drauby
draveda01,1956,Dave,Dravecky
dreesbi01,1904,Bill,Dreesen
dreesto01,1963,Tom,Drees
dreifda01,1972,Darren,Dreifort
dreiscl01,1916,Clem,Dreisewerd
drescbi01,1921,Bill,Drescher
dresery01,1976,Ryan,Drese
dressbo01,1878,Bob,Dresser
dressch01,1894,Chuck,Dressen
dresski01,1969,Kirk,Dressendorfer
dressle01,1889,Lee,Dressen
dressro01,1954,Rob,Dressler
drewca01,1964,Cameron,Drew
drewda01,,Dave,Drew
drewjd01,1975,J. D.,Drew
drewsfr01,1916,Frank,Drews
drewska01,1920,Karl,Drews
drewst01,1983,Stephen,Drew
drewti01,1978,Tim,Drew
dreyest01,1969,Steve,Dreyer
dreyfba99,1865,Barney,Dreyfuss
driesda01,1951,Dan,Driessen
drillle01,1877,Lew,Drill
driscde01,1855,Denny,Driscoll
driscde02,1862,Dennis,Driscoll
driscji01,1944,Jim,Driscoll
driscmi01,1892,Michael,Driscoll
driscpa01,1895,Paddy,Driscoll
drisktr01,1971,Travis,Driskill
drissmi01,1864,Mike,Drissel
drohato01,1887,Tom,Drohan
dropowa01,1923,Walt,Dropo
drottdi01,1936,Dick,Drott
drucklo01,1888,Louis,Drucke
druhoca01,1881,Carl,Druhot
drummti01,1964,Tim,Drummond
drumrke01,1954,Keith,Drumright
drurybr01,1992,Brandon,Drury
drysddo01,1936,Don,Drysdale
dubiemo01,1918,Monk,Dubiel
duboibr01,1965,Brian,Dubois
duboija01,1979,Jason,Dubois
duboser01,1976,Eric,DuBose
dubucje01,1888,Jean,Dubuc
duceyro01,1965,Rob,Ducey
duchsju01,1977,Justin,Duchscherer
duckwbr01,1976,Brandon,Duckworth
duckwji01,1939,Jim,Duckworth
dudalu01,1986,Lucas,Duda
dudlecl01,1903,Clise,Dudley
dudrajo01,1916,John,Dudra
duensbr01,1983,Brian,Duensing
duesha01,1954,Hal,Dues
duffaji01,1935,Jim,Duffalo
duffech01,1866,Charlie,Duffee
duffety01,1990,Tyler,Duffey
duffijo01,1945,John,Duffie
duffla01,1896,Larry,Duff
duffma01,1974,Matt,Duff
duffpa01,1875,Pat,Duff
duffybe01,1893,Bernie,Duffy
duffych01,1980,Chris,Duffy
duffyda01,1988,Danny,Duffy
duffyed01,1844,Ed,Duffy
duffyfr01,1946,Frank,Duffy
duffyhu01,1866,Hugh,Duffy
duffyma01,1991,Matt,Duffy
duffyma02,1989,Matt,Duffy
duganbi01,1864,Bill,Dugan
duganda01,1907,Dan,Dugan
duganed01,1864,Ed,Dugan
duganjo01,1897,Joe,Dugan
dugasgu01,1907,Gus,Dugas
dugdada01,1864,Dan,Dugdale
dugeyos01,1887,Oscar,Dugey
duggaji01,1885,Jim,Duggan
dugglbi01,1874,Bill,Duggleby
dukema01,1867,Martin,Duke
dukesel01,1984,Elijah,Dukes
dukesja01,1945,Jan,Dukes
dukesto01,1942,Tom,Dukes
dukeza01,1983,Zach,Duke
dulibbo01,1935,Bob,Duliba
dullry01,1989,Ryan,Dull
dumatph01,1981,Phil,Dumatrait
dumonge01,1895,George,Dumont
dumouda01,1953,Dan,Dumoulin
dumovni01,1902,Nick,Dumovich
dunbama01,1968,Matt,Dunbar
dunbato01,1959,Tom,Dunbar
duncach01,1981,Chris,Duncan
duncaco01,1974,Courtney,Duncan
duncada01,1945,Dave,Duncan
duncaje01,1978,Jeff,Duncan
duncaji01,1871,Jim,Duncan
duncama01,1963,Mariano,Duncan
duncapa01,1893,Pat,Duncan
duncash01,1979,Shelley,Duncan
duncata01,1953,Taylor,Duncan
duncave01,1890,Vern,Duncan
dundoed01,1859,Ed,Dundon
dundogu01,1874,Gus,Dundon
dunegji01,1947,Jim,Dunegan
dungasa01,1866,Sam,Dungan
dunhale01,1902,Lee,Dunham
dunhawi01,1877,Wiley,Dunham
dunklda01,1872,Davey,Dunkle
dunlabi01,1909,Bill,Dunlap
dunlafr01,1859,Fred,Dunlap
dunlagr01,1923,Grant,Dunlap
dunleja01,1879,Jack,Dunleavy
dunloge01,1888,George,Dunlop
dunnad01,1979,Adam,Dunn
dunnemi01,1962,Mike,Dunne
dunnian01,1871,Andy,Dunning
dunnija01,1988,Jake,Dunning
dunnist01,1949,Steve,Dunning
dunnja01,1872,Jack,Dunn
dunnji01,1931,Jim,Dunn
dunnjo01,1885,Joe,Dunn
dunnmi01,1985,Mike,Dunn
dunnro01,1950,Ron,Dunn
dunnsc01,1978,Scott,Dunn
dunnst01,1858,Steve,Dunn
dunnst02,1970,Steve,Dunn
dunnto01,1970,Todd,Dunn
dunstsh01,1963,Shawon,Dunston
dunwoto01,1975,Todd,Dunwoody
dupeefr01,1877,Frank,Dupee
dupremi01,1953,Mike,Dupree
duranda01,1954,Dan,Duran
durange01,1984,German,Duran
duranlu01,1986,Luis,Durango
duranmi01,1969,Mike,Durant
duranro01,1973,Roberto,Duran
durazer01,1974,Erubiel,Durazo
durbich01,1977,Chad,Durbin
durbijd01,1982,J. D.,Durbin
durbiki01,1886,Kid,Durbin
durenry01,1929,Ryne,Duren
durhabu01,1877,Bull,Durham
durhado01,1949,Don,Durham
durhaed01,1907,Ed,Durham
durhajo01,1881,James,Durham
durhajo02,1931,Joe,Durham
durhale01,1957,Leon,Durham
durhara01,1971,Ray,Durham
durnbbo01,1933,Bobby,Durnbaugh
durnige01,1898,George,Durning
durniri01,1892,Rich,Durning
durocja01,1974,Jayson,Durocher
durocle01,1905,Leo,Durocher
durrere01,1921,Red,Durrett
durritr01,1975,Trent,Durrington
durstce01,1896,Cedric,Durst
duryeje01,1859,Jesse,Duryea
dusaker01,1920,Erv,Dusak
duserca01,1932,Carl,Duser
dustabo01,1935,Bob,Dustal
duvalad01,1988,Adam,Duvall
duvalmi01,1974,Mike,Duvall
duzenbi01,1870,Bill,Duzen
dwighal01,1856,Al,Dwight
dwyerch01,1988,Chris,Dwyer
dwyerdo01,1903,Joe,Dwyer
dwyerfr01,1868,Frank,Dwyer
dwyerji01,1950,Jim,Dwyer
dwyerjo01,,John,Dwyer
dybzije01,1955,Jerry,Dybzinski
dyckji01,1922,Jim,Dyck
dyeje01,1974,Jermaine,Dye
dyerbe01,1893,Ben,Dyer
dyerdu01,1945,Duffy,Dyer
dyered01,1899,Eddie,Dyer
dyermi01,1966,Mike,Dyer
dygerji01,1884,Jimmy,Dygert
dykesji01,1896,Jimmy,Dykes
dykhora01,1974,Radhames,Dykhoff
dykstal01,1987,Allan,Dykstra
dykstle01,1963,Lenny,Dykstra
dylerjo01,1852,John,Dyler
dysonja01,1984,Jarrod,Dyson
dysonsa01,1988,Sam,Dyson
eaddydo01,1934,Don,Eaddy
eaganbi01,1869,Bill,Eagan
eagantr01,1877,Truck,Eagan
eaglebi01,1877,Bill,Eagle
eaklech01,1887,Charlie,Eakle
earlear01,1933,Arnold,Earley
earlebi01,1867,Billy,Earle
earlebi02,1956,Bill,Earley
earleto01,1917,Tom,Earley
earlho01,1867,Howard,Earl
earlsc01,1960,Scott,Earl
earlyja01,1915,Jake,Early
earnsge01,1900,George,Earnshaw
easleda01,1969,Damion,Easley
easleed01,1985,Ed,Easley
easlelo01,1961,Logan,Easley
easlemi01,1950,Mike,Easler
easonma01,1879,Mal,Eason
eastca01,1894,Carl,East
eastehe01,1864,Henry,Easterday
easteja01,1953,Jamie,Easterly
eastelu01,1915,Luke,Easter
eastepa01,1905,Paul,Easterling
eastero01,1915,Roy,Easterwood
eastete01,1885,Ted,Easterly
eastha01,1862,Harry,East
easthu01,1919,Hugh,East
eastoja01,1865,Jack,Easton
eastojo01,1933,John,Easton
eastwra01,1950,Rawly,Eastwick
eatonad01,1977,Adam,Eaton
eatonad02,1988,Adam,Eaton
eatoncr01,1954,Craig,Eaton
eatonze01,1920,Zeb,Eaton
eavega01,1963,Gary,Eave
eavesva01,1911,Vallie,Eaves
eayrsed01,1890,Eddie,Eayrs
ebbetch99,1859,Charlie,Ebbets
ebertde01,1976,Derrin,Ebert
ebrighi01,1859,Hi,Ebright
eccleha01,1893,Harry,Eccles
echevan01,1971,Angel,Echevarria
echoljo01,1917,Johnny,Echols
eckener01,1976,Eric,Eckenstahler
eckeral01,1906,Al,Eckert
eckerch01,1897,Charlie,Eckert
eckerde01,1954,Dennis,Eckersley
eckhaox01,1901,Ox,Eckhardt
eckstda01,1975,David,Eckstein
eddych01,1969,Chris,Eddy
eddydo01,1946,Don,Eddy
eddyst01,1957,Steve,Eddy
edeleed01,1912,Ed,Edelen
edelejo01,1955,Joe,Edelen
edelmjo01,1935,John,Edelman
edench01,1855,Charlie,Eden
edenfke01,1967,Ken,Edenfield
edenmi01,1949,Mike,Eden
edensto01,1961,Tom,Edens
edgebu01,1956,Butch,Edge
edgerbi01,1941,Bill,Edgerton
edginjo01,1986,Josh,Edgin
edingst01,1891,Stump,Edington
edlefst01,1985,Steve,Edlefsen
edlerda01,1956,Dave,Edler
edmonbo01,1879,Bob,Edmondson
edmonbr01,1973,Brian,Edmondson
edmoned01,1889,Eddie,Edmonson
edmonge01,1896,George,Edmondson
edmonji01,1970,Jim,Edmonds
edmonpa01,1943,Paul,Edmondson
edmonsa01,1883,Sam,Edmonston
edwar01,,,Edwards
edwarbr01,1923,Bruce,Edwards
edwarca01,1991,Carl,Edwards
edwarda01,1954,Dave,Edwards
edwardo01,1936,Doc,Edwards
edwarfo01,1903,Foster,Edwards
edwarha01,1919,Hank,Edwards
edwarji01,1894,James,Edwards
edwarjo01,1938,Johnny,Edwards
edwarjo02,1988,Jon,Edwards
edwarma01,1952,Marshall,Edwards
edwarmi01,1952,Mike,Edwards
edwarmi02,1976,Mike,Edwards
edwarra01,1882,Ralph,Edwards
edwarsh01,1909,Sherman,Edwards
edwarwa01,1964,Wayne,Edwards
eellsha01,1880,Harry,Eells
eenhoro01,1968,Robert,Eenhoorn
eganbe01,1883,Ben,Egan
egandi01,1884,Dick,Egan
egandi02,1937,Dick,Egan
eganji01,1858,Jim,Egan
eganri01,1871,Jack,Egan
eganto01,1946,Tom,Egan
eganwi01,1881,Wish,Egan
egberja01,1983,Jack,Egbert
eggerel01,1902,Mose,Eggert
eggleda01,1849,Dave,Eggler
eglofbr01,1965,Bruce,Egloff
ehmkeho01,1894,Howard,Ehmke
ehretre01,1868,Red,Ehret
ehrharu01,1894,Rube,Ehrhardt
eibelha01,1893,Hack,Eibel
eicheju01,1953,Juan,Eichelberger
eichhma01,1960,Mark,Eichhorn
eichrik01,1903,Ike,Eichrodt
eickhje01,1990,Jerad,Eickhoff
eilanda01,1966,Dave,Eiland
eilerda01,1936,Dave,Eilers
einerda01,1972,Darrell,Einertson
eischjo01,1970,Joey,Eischen
eisenha01,1915,Harry,Eisenstat
eisenja01,1922,Jake,Eisenhart
eisenji01,1959,Jim,Eisenreich
eiteled01,1871,Ed,Eiteljorge
ekstrmi01,1983,Mike,Ekstrom
eland01,1851,Frederick,Ehlen
elartsc01,1976,Scott,Elarton
elberki01,1875,Kid,Elberfeld
elbersc01,1985,Scott,Elbert
elderda01,1975,Dave,Elder
elderge01,1921,George,Elder
elderhe01,1890,Heinie,Elder
eldrebr01,1980,Brad,Eldred
eldreca01,1967,Cal,Eldred
eliale01,1937,Lee,Elia
eliasro01,1988,Roenis,Elias
elkope01,1918,Pete,Elko
ellamro01,1886,Roy,Ellam
ellerfr01,1895,Frank,Ellerbe
ellerho01,1894,Hod,Eller
ellicjo01,1854,Joe,Ellick
ellinbr01,1949,Bruce,Ellingsen
ellinbr02,1990,Brian,Ellington
ellioal01,1897,Allen,Elliott
elliobo01,1916,Bob,Elliott
ellioca01,1893,Carter,Elliott
elliocl01,1876,Claude,Elliott
elliodo01,1968,Donnie,Elliott
ellioge01,1889,Gene,Elliott
elliogl01,1919,Glenn,Elliott
ellioha01,1899,Hal,Elliott
ellioha02,1923,Harry,Elliott
ellioju01,1900,Jumbo,Elliott
elliola01,1938,Larry,Elliot
elliora01,1951,Randy,Elliott
ellioro01,1890,Rowdy,Elliott
ellisaj01,1981,A. J.,Ellis
ellisba01,1896,Babe,Ellison
ellisbe01,1870,Ben,Ellis
ellisdo01,1945,Dock,Ellis
ellisge01,1897,George,Ellison
ellisja01,1978,Jason,Ellison
ellisji01,1945,Jim,Ellis
ellisjo01,1948,John,Ellis
ellisma01,1977,Mark,Ellis
ellisro01,1950,Rob,Ellis
ellisro02,1970,Robert,Ellis
ellisru01,1885,Rube,Ellis
ellissa01,1941,Sammy,Ellis
ellsbja01,1983,Jacoby,Ellsbury
