player_id,year,stint,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,obp,slg,ops
cowgico01,2014,1,LAA,AL,106,260,37,65,10,1,5,21,4,0,26,74,0,5,2,0,4,0.33,0.354,0.684
cozarza01,2014,1,CIN,NL,147,506,48,112,18,5,4,38,7,0,25,79,3,7,5,0,13,0.268,0.3,0.568
craigal01,2014,1,SLN,NL,97,367,34,87,17,1,7,44,1,1,26,77,0,3,0,2,11,0.291,0.346,0.638
crawfbr01,2014,1,SFN,NL,153,491,54,121,20,10,10,69,5,3,59,129,10,2,2,10,4,0.324,0.389,0.713
crawfca02,2014,1,LAN,NL,105,343,56,103,14,3,8,46,23,6,16,55,0,6,0,4,5,0.339,0.429,0.767
crispco01,2014,1,OAK,AL,126,463,68,114,21,3,9,47,19,5,66,66,2,0,1,6,3,0.336,0.363,0.699
croncj01,2014,1,LAA,AL,79,242,28,62,12,1,11,37,0,0,10,61,0,1,0,0,10,0.289,0.45,0.739
cruzne02,2014,1,BAL,AL,159,613,87,166,32,2,40,108,4,5,55,140,8,5,0,5,17,0.333,0.525,0.859
culbech01,2014,1,COL,NL,95,210,17,41,7,2,3,24,2,2,12,62,2,5,4,2,6,0.253,0.29,0.544
darnatr01,2014,1,NYN,NL,108,385,48,93,22,3,13,41,1,0,32,64,5,2,1,1,15,0.302,0.416,0.718
davisch02,2014,1,BAL,AL,127,450,65,88,16,0,26,72,2,1,60,173,9,9,1,5,2,0.3,0.404,0.704
davisik02,2014,2,PIT,NL,131,336,39,79,18,0,10,46,0,4,57,74,3,0,0,4,8,0.343,0.378,0.721
daviskh01,2014,1,MIL,NL,144,501,70,122,37,2,22,69,4,1,32,122,0,10,0,6,13,0.299,0.457,0.756
davisra01,2014,1,DET,AL,134,461,64,130,27,2,8,51,36,11,22,75,0,5,3,3,7,0.32,0.401,0.721
deazaal01,2014,1,CHA,AL,122,395,45,96,19,5,5,31,15,7,33,100,2,6,2,3,6,0.309,0.354,0.663
dejesda01,2014,1,TBA,AL,83,238,24,59,15,2,6,19,0,3,30,43,1,5,0,0,7,0.344,0.403,0.748
denorch01,2014,1,SDN,NL,89,248,25,60,10,3,1,16,8,1,18,51,0,0,2,0,4,0.293,0.319,0.612
desmoia01,2014,1,WAS,NL,154,593,73,151,26,3,24,91,24,5,46,183,0,6,0,3,17,0.313,0.43,0.743
dickeco01,2014,1,COL,NL,131,436,74,136,27,6,24,76,8,7,37,101,6,1,0,4,6,0.364,0.567,0.931
dominma01,2014,1,HOU,AL,157,564,51,121,17,0,16,57,0,1,29,125,2,5,2,7,23,0.256,0.33,0.586
donaljo02,2014,1,OAK,AL,158,608,93,155,31,2,29,98,8,0,76,130,5,7,0,4,16,0.342,0.456,0.798
doziebr01,2014,1,MIN,AL,156,598,112,145,33,1,23,71,21,7,89,129,1,9,3,8,8,0.345,0.416,0.762
dudalu01,2014,1,NYN,NL,153,514,74,130,27,0,30,92,3,2,69,135,8,9,0,4,9,0.349,0.481,0.83
dunnad01,2014,1,CHA,AL,106,363,43,80,17,0,20,54,1,1,65,132,5,3,0,4,5,0.34,0.433,0.773
dysonja01,2014,1,KCA,AL,120,260,33,70,4,4,1,24,36,7,22,52,0,0,6,2,5,0.324,0.327,0.651
eatonad02,2014,1,CHA,AL,123,486,76,146,26,10,1,35,15,9,43,83,0,5,2,2,4,0.362,0.401,0.763
ellisaj01,2014,1,LAN,NL,93,283,21,54,9,0,3,25,0,0,53,57,5,4,3,4,15,0.323,0.254,0.577
ellsbja01,2014,1,NYA,AL,149,575,71,156,27,5,16,70,39,5,49,93,5,3,0,7,9,0.328,0.419,0.747
encared01,2014,1,TOR,AL,128,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,0.354,0.547,0.901
escobal02,2014,1,KCA,AL,162,579,74,165,34,5,3,50,31,6,23,83,1,6,8,4,12,0.317,0.377,0.694
escobed01,2014,1,MIN,AL,133,433,52,119,35,2,6,37,1,1,24,93,1,2,4,2,6,0.315,0.406,0.721
escobyu01,2014,1,TBA,AL,137,476,33,123,18,0,7,39,1,1,43,60,3,4,4,2,15,0.324,0.34,0.664
espinda01,2014,1,WAS,NL,114,333,31,73,14,3,8,27,8,1,18,122,5,12,0,1,5,0.283,0.351,0.634
ethiean01,2014,1,LAN,NL,130,341,29,85,17,6,4,42,2,2,31,74,3,6,1,1,5,0.322,0.37,0.691
flahery01,2014,1,BAL,AL,102,281,33,62,15,1,7,32,1,0,22,68,2,5,3,1,3,0.288,0.356,0.644
florewi01,2014,1,NYN,NL,78,259,28,65,13,1,6,29,1,0,12,31,2,1,1,1,6,0.286,0.378,0.664
flowety01,2014,1,CHA,AL,127,407,42,98,16,1,15,50,0,1,25,159,0,8,1,1,10,0.297,0.396,0.693
forsylo01,2014,1,TBA,AL,110,301,32,67,12,1,6,26,2,0,25,71,0,4,2,4,9,0.287,0.329,0.616
fowlede01,2014,1,HOU,AL,116,434,61,120,21,4,8,35,11,4,66,108,2,3,1,1,6,0.375,0.399,0.774
francju02,2014,1,TOR,AL,106,287,40,63,16,2,16,43,0,2,27,116,0,3,0,3,6,0.291,0.456,0.747
frandke01,2014,1,WAS,NL,105,220,17,57,8,0,1,17,0,0,6,26,0,7,2,1,7,0.299,0.309,0.608
frazito01,2014,1,CIN,NL,157,597,88,163,22,1,29,80,20,8,52,139,2,7,0,4,9,0.336,0.459,0.795
freemfr01,2014,1,ATL,NL,162,607,93,175,43,4,18,78,3,4,90,145,4,8,0,3,18,0.386,0.461,0.847
freesda01,2014,1,LAA,AL,134,462,53,120,25,1,10,55,1,3,38,124,0,6,0,5,10,0.321,0.383,0.704
gardnbr01,2014,1,NYA,AL,148,555,87,142,25,8,17,58,21,5,56,134,0,6,13,6,3,0.327,0.422,0.749
gattiev01,2014,1,ATL,NL,108,369,41,97,17,1,22,52,0,0,22,97,3,8,0,2,9,0.317,0.493,0.81
gennesc01,2014,1,MIL,NL,137,440,55,127,31,3,9,54,6,3,22,67,5,0,8,4,11,0.32,0.434,0.754
gentrcr01,2014,1,OAK,AL,94,232,38,59,6,1,0,12,20,2,17,44,2,5,2,0,2,0.319,0.289,0.608
gillaco01,2014,1,CHA,AL,130,464,50,131,31,5,7,57,0,4,36,78,4,3,0,3,5,0.336,0.416,0.752
goldspa01,2014,1,ARI,NL,109,406,75,122,39,1,19,69,9,3,64,110,10,2,0,3,10,0.396,0.542,0.938
gomesjo01,2014,1,BOS,AL,78,209,22,49,7,0,6,32,0,0,26,70,0,6,0,5,5,0.329,0.354,0.683
gomesya01,2014,1,CLE,AL,135,485,61,135,25,3,21,74,0,0,24,120,3,3,0,6,13,0.313,0.472,0.785
gomezca01,2014,1,MIL,NL,148,574,95,163,34,4,23,73,34,12,47,141,0,19,1,3,10,0.356,0.477,0.833
gonzaad01,2014,1,LAN,NL,159,591,83,163,41,0,27,116,1,1,56,112,9,2,0,11,13,0.335,0.482,0.817
gonzaca01,2014,1,COL,NL,70,260,35,62,15,1,11,38,3,0,19,70,2,1,0,1,7,0.292,0.431,0.723
gonzama01,2014,1,HOU,AL,103,285,33,79,15,1,6,23,2,4,17,58,0,4,4,0,6,0.327,0.4,0.727
gordoal01,2014,1,KCA,AL,156,563,87,150,34,1,19,74,12,3,65,126,5,11,0,4,11,0.351,0.432,0.783
gordode01,2014,1,LAN,NL,148,609,92,176,24,12,2,34,64,19,31,107,0,4,3,3,3,0.326,0.378,0.704
gosean01,2014,1,TOR,AL,94,239,31,54,8,1,2,13,15,5,25,74,0,5,4,1,9,0.311,0.293,0.604
grandcu01,2014,1,NYN,NL,155,564,73,128,27,2,20,66,8,2,79,141,1,6,0,5,1,0.326,0.388,0.714
grandya01,2014,1,SDN,NL,128,377,47,85,19,1,15,49,3,0,58,115,1,2,0,6,7,0.327,0.401,0.728
gregodi01,2014,1,ARI,NL,80,270,35,61,9,5,6,27,3,0,22,52,3,3,2,2,1,0.29,0.363,0.653
grossro01,2014,1,HOU,AL,103,360,42,84,14,2,6,37,9,3,55,105,1,2,3,2,7,0.337,0.333,0.67
guyerbr01,2014,1,TBA,AL,97,259,37,69,15,1,3,26,6,1,16,52,0,11,7,1,3,0.334,0.367,0.701
gyorkje01,2014,1,SDN,NL,111,400,37,84,17,1,10,51,3,2,36,100,1,4,0,3,8,0.28,0.333,0.612
hamilbi02,2014,1,CIN,NL,152,563,72,141,25,8,6,48,56,23,34,117,0,1,9,4,1,0.292,0.355,0.648
hamiljo03,2014,1,LAA,AL,89,338,43,89,21,0,10,44,3,3,32,108,5,5,0,6,2,0.331,0.414,0.745
hanigry01,2014,1,TBA,AL,84,225,18,49,9,0,5,34,1,0,31,39,0,3,2,2,6,0.318,0.324,0.642
hardyjj01,2014,1,BAL,AL,141,529,56,142,28,0,9,52,0,0,29,104,1,4,3,4,12,0.309,0.372,0.682
harpebr03,2014,1,WAS,NL,100,352,41,96,10,2,13,32,2,2,38,104,4,1,3,1,6,0.344,0.423,0.768
harrijo05,2014,1,PIT,NL,143,520,77,164,38,7,13,52,18,7,22,81,1,4,2,2,6,0.347,0.49,0.837
hartco01,2014,1,SEA,AL,68,232,17,47,9,0,6,21,2,0,16,59,1,6,0,1,1,0.271,0.319,0.59
headlch01,2014,1,SDN,NL,77,279,27,64,12,1,7,32,4,1,22,73,0,5,0,1,12,0.296,0.355,0.651
hechaad01,2014,1,MIA,NL,146,536,53,148,20,10,1,34,7,5,26,86,5,1,4,6,21,0.308,0.356,0.664
heisech01,2014,1,CIN,NL,119,275,34,61,15,2,8,22,9,2,15,64,0,2,5,2,3,0.265,0.378,0.643
heywaja01,2014,1,ATL,NL,149,573,74,155,26,3,11,58,20,4,67,98,3,6,0,3,2,0.351,0.384,0.735
hicksbr01,2014,1,SFN,NL,71,204,27,33,6,1,8,22,0,1,32,77,3,2,3,1,5,0.28,0.319,0.599
hillaa01,2014,1,ARI,NL,133,501,52,122,26,3,10,60,4,3,28,92,0,5,0,7,16,0.287,0.367,0.654
hollima01,2014,1,SLN,NL,156,574,83,156,37,0,20,90,4,1,74,100,4,17,0,2,20,0.37,0.441,0.811
holtbr01,2014,1,BOS,AL,106,449,68,126,23,5,4,29,12,2,33,98,0,2,5,3,7,0.331,0.381,0.711
hosmeer01,2014,1,KCA,AL,131,503,54,136,35,1,9,58,4,2,35,93,4,3,0,6,12,0.318,0.398,0.716
howarry01,2014,1,PHI,NL,153,569,65,127,18,1,23,95,0,0,67,190,7,7,0,5,10,0.31,0.38,0.69
hunteto01,2014,1,DET,AL,142,549,71,157,33,2,17,83,4,3,23,89,0,7,0,7,18,0.319,0.446,0.765
iannech01,2014,1,LAA,AL,108,306,41,77,22,0,7,43,3,0,54,91,3,8,0,5,3,0.373,0.392,0.765
inciaen01,2014,1,ARI,NL,118,418,54,116,18,2,4,27,19,3,25,53,0,0,4,0,3,0.318,0.359,0.677
infanom01,2014,1,KCA,AL,135,528,50,133,21,3,6,66,9,3,33,68,3,2,5,7,7,0.295,0.337,0.632
jacksau01,2014,1,DET,AL,100,374,52,102,25,5,4,33,9,4,35,85,0,2,1,8,9,0.332,0.398,0.73
jacksau01,2014,2,SEA,AL,54,223,19,51,5,1,0,14,11,2,12,59,0,0,0,1,6,0.267,0.26,0.527
jasojo01,2014,1,OAK,AL,99,307,42,81,18,3,9,40,2,0,28,60,1,7,0,2,5,0.337,0.43,0.767
jayjo02,2014,1,SLN,NL,140,413,52,125,16,3,3,46,6,3,28,78,3,20,3,4,17,0.372,0.378,0.75
jennide01,2014,1,TBA,AL,123,479,64,117,30,2,10,36,15,6,47,108,0,6,9,1,10,0.319,0.378,0.697
jeterde01,2014,1,NYA,AL,145,581,47,149,19,1,4,50,10,2,35,87,0,6,8,4,15,0.304,0.313,0.617
johnsch05,2014,1,ATL,NL,153,582,43,153,27,0,10,58,6,0,23,159,2,2,2,2,23,0.292,0.361,0.653
johnske05,2014,1,NYA,AL,77,201,21,44,9,2,6,22,2,1,23,50,0,2,0,1,2,0.304,0.373,0.677
jonesad01,2014,1,BAL,AL,159,644,88,181,30,2,29,96,7,1,19,133,1,12,0,7,11,0.311,0.469,0.78
jonesga02,2014,1,MIA,NL,146,496,59,122,33,2,15,53,0,1,46,116,4,1,0,4,10,0.309,0.411,0.72
jonesja06,2014,1,SEA,AL,108,312,46,78,9,5,0,9,27,1,12,67,0,0,4,0,4,0.278,0.311,0.589
josepca01,2014,1,BAL,AL,82,246,22,51,9,0,9,28,0,1,17,69,0,3,6,3,6,0.264,0.354,0.618
joycema01,2014,1,TBA,AL,140,418,51,106,23,2,9,52,2,5,62,111,4,4,0,9,11,0.349,0.383,0.732
kawasmu01,2014,1,TOR,AL,82,240,31,62,7,1,0,17,1,0,22,49,0,3,8,1,3,0.327,0.296,0.623
kempma01,2014,1,LAN,NL,150,541,77,155,38,3,25,89,8,5,52,145,3,0,0,6,21,0.346,0.506,0.852
kendrho01,2014,1,LAA,AL,157,617,85,181,33,5,7,75,14,5,48,110,8,4,3,2,15,0.347,0.397,0.744
kiermke01,2014,1,TBA,AL,108,331,35,87,16,8,10,35,5,4,23,71,2,3,5,2,3,0.315,0.45,0.765
kinslia01,2014,1,DET,AL,161,684,100,188,40,4,17,92,15,4,29,79,1,5,3,5,20,0.307,0.42,0.727
kipnija01,2014,1,CLE,AL,129,500,61,120,25,1,6,41,22,3,50,100,2,2,1,2,15,0.31,0.33,0.64
konerpa01,2014,1,CHA,AL,81,208,15,43,8,0,5,22,0,0,10,51,0,4,0,2,7,0.254,0.317,0.572
lagarju01,2014,1,NYN,NL,116,416,46,117,24,3,4,47,13,4,20,87,1,7,3,6,6,0.321,0.382,0.703
lakeju01,2014,1,CHN,NL,108,308,30,65,10,3,9,25,7,3,14,110,0,1,1,2,3,0.246,0.351,0.597
larocad01,2014,1,WAS,NL,140,494,73,128,19,0,26,92,3,0,82,108,9,2,0,8,13,0.362,0.455,0.817
lasteto01,2014,1,ATL,NL,93,319,22,80,16,1,1,31,2,1,36,40,2,1,3,1,8,0.328,0.317,0.644
lawribr01,2014,1,TOR,AL,70,259,27,64,9,0,12,38,0,0,16,49,0,5,0,2,0,0.301,0.421,0.722
lemahdj01,2014,1,COL,NL,149,494,59,132,15,5,5,42,10,10,33,97,7,2,7,2,13,0.315,0.348,0.663
lindad01,2014,1,TOR,AL,96,290,38,93,24,2,6,40,0,0,28,48,3,0,0,0,8,0.381,0.479,0.86
lobatjo01,2014,1,WAS,NL,66,214,18,50,9,0,2,12,0,0,15,61,1,1,0,0,5,0.287,0.304,0.591
loneyja01,2014,1,TBA,AL,155,600,59,174,27,0,9,69,4,0,41,80,2,4,0,6,21,0.336,0.38,0.716
longoev01,2014,1,TBA,AL,162,624,83,158,26,1,22,91,5,0,57,133,11,9,1,9,15,0.32,0.404,0.724
lowrije01,2014,1,OAK,AL,136,502,59,125,29,3,6,50,0,0,51,79,5,5,2,6,14,0.321,0.355,0.676
lucrojo01,2014,1,MIL,NL,153,585,73,176,53,2,13,69,4,4,66,71,3,2,0,2,13,0.373,0.465,0.837
ludwiry01,2014,1,CIN,NL,112,357,28,87,20,0,9,45,0,2,31,94,1,4,1,4,6,0.308,0.375,0.683
machama01,2014,1,BAL,AL,82,327,38,91,14,0,12,32,2,0,20,68,2,3,2,2,13,0.324,0.431,0.755
markani01,2014,1,BAL,AL,155,642,81,177,27,1,14,50,4,2,62,84,4,4,0,2,10,0.342,0.386,0.729
martest01,2014,1,PIT,NL,135,495,73,144,29,6,13,56,30,11,33,131,0,17,0,0,5,0.356,0.453,0.808
martijd02,2014,1,DET,AL,123,441,57,139,30,3,23,76,6,3,30,126,5,3,0,6,8,0.358,0.553,0.912
martile01,2014,1,TEX,AL,155,533,68,146,13,7,7,40,31,12,39,114,3,2,7,2,4,0.325,0.364,0.689
martiru01,2014,1,PIT,NL,111,379,45,110,20,0,11,67,4,4,59,78,5,15,2,5,16,0.402,0.43,0.832
martivi01,2014,1,DET,AL,151,561,87,188,33,0,32,103,3,2,70,42,28,4,0,6,17,0.409,0.565,0.974
mauerjo01,2014,1,MIN,AL,120,455,60,126,27,2,4,55,3,0,60,96,12,1,0,2,12,0.361,0.371,0.732
maybica01,2014,1,SDN,NL,95,251,24,59,13,4,1,15,4,3,19,56,2,1,0,1,8,0.29,0.331,0.621
mccanbr01,2014,1,NYA,AL,140,495,57,115,15,1,23,75,0,0,32,77,1,7,0,4,16,0.286,0.406,0.692
mccutan01,2014,1,PIT,NL,146,548,89,172,38,6,25,83,18,3,84,115,8,10,0,6,9,0.41,0.542,0.952
mcgehca01,2014,1,MIA,NL,160,616,56,177,29,1,4,76,4,2,67,102,3,1,0,7,31,0.355,0.357,0.712
medicto01,2014,1,SDN,NL,102,240,31,56,11,2,9,27,6,1,14,75,0,4,0,1,5,0.286,0.408,0.694
mercejo03,2014,1,PIT,NL,149,506,56,129,27,2,12,55,4,1,35,89,12,4,5,5,14,0.305,0.387,0.693
mesorde01,2014,1,CIN,NL,114,384,54,105,25,0,25,80,1,3,41,103,4,12,0,3,5,0.359,0.534,0.893
middlwi01,2014,1,BOS,AL,63,215,14,41,10,0,2,19,1,1,15,70,1,4,0,0,7,0.256,0.265,0.522
millebr02,2014,1,SEA,AL,123,367,47,81,15,4,10,36,4,2,34,95,2,2,3,3,2,0.288,0.365,0.653
molinjo01,2014,1,TBA,AL,80,225,4,40,2,0,0,10,3,0,14,55,0,2,4,2,8,0.23,0.187,0.417
molinya01,2014,1,SLN,NL,110,404,40,114,21,0,7,38,1,1,28,55,4,6,1,6,14,0.333,0.386,0.719
montemi01,2014,1,ARI,NL,136,489,40,119,23,0,13,72,0,4,56,97,11,9,0,6,12,0.329,0.37,0.699
moralke01,2014,2,SEA,AL,59,213,16,44,9,0,7,24,0,0,21,41,2,3,0,2,8,0.285,0.347,0.632
morneju01,2014,1,COL,NL,135,502,62,160,32,3,17,82,0,3,34,60,4,6,0,8,7,0.364,0.496,0.86
morrilo01,2014,1,SEA,AL,99,336,41,88,20,0,11,38,5,2,24,59,1,3,0,2,9,0.315,0.42,0.735
morsemi01,2014,1,SFN,NL,131,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,0.336,0.475,0.811
mossbr01,2014,1,OAK,AL,147,500,70,117,23,2,25,81,1,0,67,153,7,10,0,3,6,0.334,0.438,0.772
moustmi01,2014,1,KCA,AL,140,457,45,97,21,1,15,54,1,0,35,74,1,3,1,4,12,0.271,0.361,0.632
murphda07,2014,1,CLE,AL,129,416,40,109,25,1,8,58,2,3,36,61,2,2,1,7,6,0.319,0.385,0.703
murphda08,2014,1,NYN,NL,143,596,79,172,37,2,9,57,13,5,39,86,3,2,0,5,15,0.332,0.403,0.734
myerswi01,2014,1,TBA,AL,87,325,37,72,14,0,6,35,6,1,34,90,3,0,0,2,10,0.294,0.32,0.614
napolmi01,2014,1,BOS,AL,119,415,49,103,20,0,17,55,3,2,78,133,3,4,0,3,12,0.37,0.419,0.789
navada01,2014,1,BOS,AL,113,363,41,98,21,0,4,37,4,2,33,81,1,10,0,2,5,0.346,0.361,0.706
navardi01,2014,1,TOR,AL,139,481,40,132,22,0,12,69,3,0,32,76,1,1,0,6,12,0.317,0.395,0.712
norride01,2014,1,OAK,AL,127,385,46,104,19,1,10,55,2,2,54,86,2,1,1,1,12,0.361,0.403,0.763
nunezed02,2014,1,MIN,AL,72,204,26,51,7,4,4,24,9,3,5,31,0,1,3,0,7,0.271,0.382,0.654
odorro01,2014,1,TEX,AL,114,386,39,100,14,7,9,48,4,7,17,71,1,5,6,3,7,0.297,0.402,0.698
oltmi01,2014,1,CHN,NL,89,225,23,36,8,0,12,33,0,1,25,100,0,3,0,5,3,0.248,0.356,0.604
ortizda01,2014,1,BOS,AL,142,518,59,136,27,0,35,104,0,0,75,95,22,3,0,6,18,0.355,0.517,0.873
overbly01,2014,1,MIL,NL,121,258,24,60,14,0,4,35,2,0,36,60,2,1,0,1,8,0.328,0.333,0.661
owingch01,2014,1,ARI,NL,91,310,34,81,15,6,6,26,8,1,16,67,0,2,2,2,4,0.3,0.406,0.706
ozunama01,2014,1,MIA,NL,153,565,72,152,26,5,23,85,3,1,41,164,1,1,0,5,12,0.317,0.455,0.772
paganan01,2014,1,SFN,NL,96,383,56,115,21,2,3,27,16,6,25,53,1,1,1,3,5,0.342,0.389,0.731
panikjo01,2014,1,SFN,NL,73,269,31,82,10,2,1,18,0,0,16,33,0,0,1,1,4,0.343,0.368,0.711
parmech01,2014,1,MIN,AL,87,250,27,64,11,0,7,28,0,3,17,64,0,2,0,1,7,0.307,0.384,0.691
parrage01,2014,1,ARI,NL,104,406,51,105,18,3,6,30,5,5,24,72,3,4,4,2,6,0.305,0.362,0.667
pearcst01,2014,1,BAL,AL,102,338,51,99,26,0,21,49,5,0,40,76,1,4,0,1,4,0.373,0.556,0.93
pedrodu01,2014,1,BOS,AL,135,551,72,153,33,0,7,53,6,6,51,75,1,1,0,6,14,0.337,0.376,0.712
penabr01,2014,1,CIN,NL,115,348,23,88,18,1,5,26,2,3,20,42,2,0,1,3,8,0.291,0.353,0.645
pencehu01,2014,1,SFN,NL,162,650,106,180,29,10,20,74,13,6,52,130,3,3,0,3,13,0.332,0.445,0.777
peralda01,2014,1,ARI,NL,88,329,40,94,12,9,8,36,6,3,16,60,0,1,1,1,9,0.32,0.45,0.77
peraljh01,2014,1,SLN,NL,157,560,61,147,38,0,21,75,3,2,58,112,2,6,0,4,19,0.336,0.443,0.779
perezsa02,2014,1,KCA,AL,150,578,57,150,28,2,17,70,1,0,22,85,2,3,0,3,22,0.289,0.403,0.692
phillbr01,2014,1,CIN,NL,121,462,44,123,25,0,8,51,2,3,23,74,1,6,2,6,13,0.306,0.372,0.678
pierzaj01,2014,1,BOS,AL,72,256,19,65,10,1,4,31,0,0,9,40,2,4,1,4,11,0.286,0.348,0.633
plouftr01,2014,1,MIN,AL,136,520,69,134,40,2,14,80,2,1,53,109,2,4,0,5,12,0.328,0.423,0.751
polangr01,2014,1,PIT,NL,89,277,50,65,9,0,7,33,14,5,30,59,1,0,2,2,1,0.307,0.343,0.65
polloaj01,2014,1,ARI,NL,75,265,41,80,19,6,7,24,14,3,19,46,0,2,1,0,4,0.353,0.498,0.851
poseybu01,2014,1,SFN,NL,147,547,72,170,28,2,22,89,0,1,47,69,5,3,0,8,16,0.364,0.49,0.854
pradoma01,2014,1,ARI,NL,106,403,44,109,17,4,5,42,2,1,23,57,0,6,0,4,17,0.317,0.37,0.686
preslal01,2014,1,HOU,AL,89,254,22,62,6,1,6,19,5,1,13,44,0,1,1,2,3,0.281,0.346,0.628
puigya01,2014,1,LAN,NL,148,558,92,165,37,9,16,69,11,7,67,124,3,12,2,1,7,0.382,0.48,0.863
pujolal01,2014,1,LAA,AL,159,633,89,172,37,1,28,105,5,1,48,71,11,5,0,9,28,0.324,0.466,0.79
ramiral03,2014,1,CHA,AL,158,622,82,170,35,2,15,74,21,4,24,81,0,6,1,4,21,0.305,0.408,0.713
ramirar01,2014,1,MIL,NL,133,494,47,141,23,1,15,66,3,0,21,75,2,13,0,3,18,0.33,0.427,0.757
ramirha01,2014,1,LAN,NL,128,449,64,127,35,0,13,71,14,5,56,84,2,6,0,1,10,0.369,0.448,0.817
ramirjo01,2014,1,CLE,AL,68,237,27,62,10,2,2,17,10,1,13,35,0,1,13,2,3,0.3,0.346,0.646
ramoswi01,2014,1,WAS,NL,88,341,32,91,12,0,11,47,0,0,17,57,2,0,0,3,17,0.299,0.399,0.698
rasmuco01,2014,1,TOR,AL,104,346,45,78,21,1,18,40,4,0,29,124,2,1,0,0,1,0.287,0.448,0.735
reddijo01,2014,1,OAK,AL,109,363,53,96,16,7,12,54,1,1,28,63,0,1,0,3,3,0.316,0.446,0.763
rendoan01,2014,1,WAS,NL,153,613,111,176,39,6,21,83,17,3,58,104,2,5,2,5,11,0.351,0.473,0.824
reverbe01,2014,1,PHI,NL,151,601,71,184,13,7,2,28,49,8,13,49,1,4,7,1,11,0.325,0.361,0.686
reyesjo01,2014,1,TOR,AL,143,610,94,175,33,4,9,51,30,2,38,73,1,1,2,4,4,0.328,0.398,0.726
reynoma01,2014,1,MIL,NL,130,378,47,74,9,0,22,45,5,1,47,122,3,3,1,4,8,0.287,0.394,0.681
riosal01,2014,1,TEX,AL,131,492,54,138,30,8,4,54,17,9,23,93,3,1,0,5,19,0.311,0.398,0.709
riverre01,2014,1,SDN,NL,103,294,27,74,18,1,11,44,0,0,27,76,3,3,3,2,6,0.319,0.432,0.751
rizzoan01,2014,1,CHN,NL,140,524,89,150,28,1,32,78,5,4,73,116,7,15,0,4,8,0.386,0.527,0.913
roberbr01,2014,1,NYA,AL,91,317,40,75,16,4,5,21,7,4,28,53,1,1,1,1,9,0.3,0.36,0.659
rodrise01,2014,1,TBA,AL,96,237,30,50,13,3,12,41,2,1,10,66,0,6,3,3,3,0.258,0.443,0.701
rolliji01,2014,1,PHI,NL,138,538,78,131,22,4,17,55,28,6,64,100,2,1,3,3,6,0.323,0.394,0.717
rominan01,2014,1,DET,AL,94,251,30,57,6,0,2,12,12,2,18,60,0,0,4,0,5,0.279,0.275,0.554
rosarwi01,2014,1,COL,NL,106,382,46,102,25,0,13,54,1,0,23,70,5,0,0,5,17,0.305,0.435,0.739
rossco01,2014,1,ARI,NL,83,202,15,51,8,0,2,15,0,0,15,44,0,1,0,1,3,0.306,0.322,0.628
ruggiju01,2014,1,CHN,NL,81,224,29,63,13,1,6,28,2,4,18,70,0,3,1,4,2,0.337,0.429,0.766
ruizca01,2014,1,PHI,NL,110,381,43,96,25,1,6,31,4,2,46,60,1,12,1,5,11,0.347,0.37,0.717
rutlejo01,2014,1,COL,NL,105,309,44,83,16,7,4,33,2,3,20,83,0,6,5,2,6,0.323,0.405,0.728
saltaja01,2014,1,MIA,NL,114,373,43,82,20,0,11,44,0,1,55,143,4,2,0,5,11,0.32,0.362,0.681
sanchga01,2014,1,PIT,NL,123,262,31,60,18,1,7,33,2,0,23,58,0,2,0,3,6,0.293,0.385,0.679
sandopa01,2014,1,SFN,NL,157,588,68,164,26,3,16,73,0,0,39,85,6,4,0,7,16,0.324,0.415,0.739
santaca01,2014,1,CLE,AL,152,541,68,125,25,0,27,85,5,2,113,124,5,3,0,3,13,0.365,0.427,0.792
santada01,2014,1,MIN,AL,101,405,70,129,27,7,7,40,20,4,19,98,0,3,2,1,3,0.353,0.472,0.824
saundmi01,2014,1,SEA,AL,78,231,38,63,11,3,8,34,4,5,26,59,1,0,2,4,2,0.341,0.45,0.791
schiena01,2014,1,CHN,NL,99,313,29,60,10,3,6,33,4,4,18,76,0,4,0,6,6,0.24,0.3,0.541
schoojo01,2014,1,BAL,AL,137,455,48,95,18,0,16,45,2,0,13,122,0,8,5,0,12,0.244,0.354,0.598
schumsk01,2014,1,CIN,NL,83,247,22,58,12,0,2,22,2,1,18,50,0,1,3,2,3,0.287,0.308,0.595
seageky01,2014,1,SEA,AL,159,590,71,158,27,4,25,96,7,5,52,118,3,8,1,3,12,0.334,0.454,0.788
segurje01,2014,1,MIL,NL,146,513,61,126,14,6,5,31,20,9,28,70,5,4,10,2,13,0.289,0.326,0.614
semiema01,2014,1,CHA,AL,64,231,30,54,10,2,6,28,3,0,21,70,0,1,2,0,6,0.3,0.372,0.673
simmoan01,2014,1,ATL,NL,146,540,44,132,18,4,7,46,4,5,32,60,4,0,2,2,25,0.286,0.331,0.617
singljo02,2014,1,HOU,AL,95,310,42,52,13,0,13,44,2,3,50,134,1,1,0,1,4,0.285,0.335,0.62
smithse01,2014,1,SDN,NL,136,443,55,118,31,5,12,48,1,1,69,87,3,4,0,4,9,0.367,0.44,0.807
